,stock_id,win_rate,total_profit
498,1525,30.76923076923077,
499,1526,47.61904761904761,170000.00000000012
500,1527,0.0,-59999.999999999956
501,1528,36.36363636363637,-9999.99999999997
502,1529,40.0,
503,1530,42.857142857142854,29999.999999999996
504,1531,12.5,-160000.00000000003
505,1532,25.0,-40000.00000000005
506,1533,33.33333333333333,-49999.999999999825
507,1535,45.45454545454545,69999.99999999975
508,1536,75.0,240000.00000000026
509,1537,33.33333333333333,-10000.000000000036
510,1538,38.095238095238095,
511,1539,33.33333333333333,-49999.999999999956
512,1540,37.5,-2.1827872842550278e-10
513,1541,42.10526315789473,70000.00000000061
514,1558,66.66666666666666,70000.00000000001
515,1560,50.0,39999.999999999985
516,1565,50.0,59999.9999999999
517,1568,12.5,-160000.00000000015
518,1569,54.54545454545454,
519,1570,34.61538461538461,-60000.000000000044
520,1580,0.0,-120000.00000000009
521,1582,33.33333333333333,-10000.000000000127
522,1582,33.33333333333333,-10000.000000000127
523,1583,33.33333333333333,-9999.99999999993
524,1584,31.25,
525,1586,57.14285714285714,110000.00000000003
526,1587,0.0,-120000.00000000009
527,1589,33.33333333333333,
528,1590,0.0,-30000.000000000007
529,1591,38.095238095238095,
530,1592,28.57142857142857,-50000.00000000008
531,1593,12.5,
532,1593,12.5,
533,1595,50.0,20000.000000000015
534,1597,50.0,20000.00000000011
535,1598,100.0,50000.00000000007
536,1598,100.0,50000.00000000007
537,1598,100.0,50000.00000000007
538,1599,25.0,-39999.99999999975
539,1601,0.0,-149999.99999999988
540,1603,28.000000000000004,
541,1604,0.0,-30000.00000000009
542,1605,50.0,40000.000000000146
543,1606,100.0,50000.00000000006
544,1608,20.0,-70000.00000000016
545,1609,25.0,-39999.99999999982
546,1611,37.5,7.639755494892597e-11
547,1612,25.0,-80000.00000000009
548,1613,46.666666666666664,110000.0000000005
549,1614,20.0,
550,1615,43.75,
551,1616,31.25,
552,1617,25.0,-160000.00000000017
553,1618,15.384615384615385,
554,1626,37.5,1.9281287677586079e-10
555,1701,27.27272727272727,-90000.00000000016
556,1701,27.27272727272727,-90000.00000000016
557,1702,33.33333333333333,
558,1704,50.0,39999.99999999992
559,1704,50.0,39999.99999999992
560,1707,23.076923076923077,-150000.00000000038
561,1707,23.076923076923077,-150000.00000000038
562,1708,45.45454545454545,70000.00000000026
563,1708,45.45454545454545,70000.00000000026
564,1709,50.0,100000.00000000025
565,1709,50.0,100000.00000000025
566,1710,50.0,40000.00000000009
567,1710,50.0,40000.00000000009
568,1711,80.0,340000.0000000003
569,1711,80.0,340000.0000000003
570,1712,50.0,60000.00000000007
571,1712,50.0,60000.00000000007
572,1713,41.66666666666667,40000.00000000009
573,1713,41.66666666666667,40000.00000000009
574,1714,50.0,80000.00000000007
575,1714,50.0,80000.00000000007
576,1715,45.45454545454545,70000.00000000009
577,1716,100.0,50000.000000000015
578,1716,100.0,50000.000000000015
579,1717,33.33333333333333,-9999.999999999978
580,1717,33.33333333333333,-9999.999999999978
581,1718,10.0,-220000.00000000026
582,1718,10.0,-220000.00000000026
583,1720,50.0,80000.00000000017
584,1720,50.0,80000.00000000017
585,1721,56.25,
586,1721,56.25,
587,1722,60.0,90000.00000000023
588,1722,60.0,90000.00000000023
589,1723,50.0,20000.000000000033
590,1723,50.0,20000.000000000033
591,1724,25.0,-40000.00000000016
592,1724,25.0,-40000.00000000016
593,1725,25.0,
594,1725,25.0,
595,1726,100.0,49999.999999999985
596,1726,100.0,49999.999999999985
597,1727,57.14285714285714,
598,1727,57.14285714285714,
599,1729,28.57142857142857,-49999.99999999997
600,1729,28.57142857142857,-49999.99999999997
601,1730,50.0,100000.0
602,1730,50.0,100000.0
603,1731,20.0,-70000.00000000016
604,1731,20.0,-70000.00000000016
605,1732,25.0,
606,1732,25.0,
607,1733,33.33333333333333,-9999.999999999913
608,1733,33.33333333333333,-9999.999999999913
609,1734,66.66666666666666,140000.00000000006
610,1734,66.66666666666666,140000.00000000006
611,1735,10.0,-220000.00000000032
612,1735,10.0,-220000.00000000032
613,1736,0.0,-90000.00000000006
614,1736,0.0,-90000.00000000006
615,1736,0.0,-90000.00000000006
616,1737,66.66666666666666,70000.00000000015
617,1742,0.0,-150000.00000000023
618,1752,60.0,90000.00000000007
619,1752,60.0,90000.00000000007
620,1760,57.14285714285714,
621,1760,57.14285714285714,
622,1762,16.666666666666664,-100000.00000000007
623,1762,16.666666666666664,-100000.00000000007
624,1773,33.33333333333333,-10000.000000000087
625,1773,33.33333333333333,-10000.000000000087
626,1776,75.0,120000.00000000013
627,1776,75.0,120000.00000000013
628,1777,28.57142857142857,-49999.99999999984
629,1781,44.827586206896555,
630,1783,40.0,10000.000000000015
631,1783,40.0,10000.000000000015
632,1784,50.0,60000.00000000009
633,1785,40.0,9999.99999999985
634,1786,75.0,120000.00000000026
635,1786,75.0,120000.00000000026
636,1788,100.0,100000.00000000004
637,1789,33.33333333333333,-9999.999999999978
638,1789,33.33333333333333,-9999.999999999978
639,1795,58.333333333333336,
640,1795,58.333333333333336,
641,1796,50.0,20000.000000000087
642,1799,20.0,
643,1802,80.0,170000.00000000012
644,1805,37.03703703703704,
645,1806,45.45454545454545,70000.0000000003
646,1808,50.0,220000.00000000064
647,1809,38.46153846153847,10000.000000000007
648,1810,16.666666666666664,
649,1813,60.0,90000.00000000023
650,1815,25.0,-40000.00000000018
651,1817,0.0,-60000.00000000005
652,1902,35.714285714285715,-19999.999999999993
653,1903,43.75,
654,1904,0.0,-60000.00000000006
655,1905,20.0,-69999.99999999984
656,1906,23.076923076923077,
657,1907,30.0,-60000.00000000004
658,1909,16.666666666666664,-100000.00000000015
659,2002,0.0,-30000.000000000076
660,2002A,25.0,-39999.999999999905
661,2006,60.0,90000.00000000006
662,2007,25.925925925925924,
663,2008,27.586206896551722,
664,2009,42.857142857142854,60000.00000000003
665,2010,40.0,20000.000000000076
666,2012,33.33333333333333,-30000.000000000182
667,2013,50.0,
668,2014,41.66666666666667,40000.00000000024
669,2015,33.33333333333333,
670,2017,40.0,
671,2020,40.0,
672,2022,36.84210526315789,
673,2023,0.0,
674,2024,59.09090909090909,380000.00000000035
675,2025,38.46153846153847,
676,2027,37.5,3.637978807091713e-11
677,2028,43.47826086956522,109999.99999999999
678,2029,33.33333333333333,-20000.00000000005
679,2030,43.75,80000.00000000022
680,2031,50.0,40000.000000000146
681,2032,36.36363636363637,
682,2033,48.275862068965516,250000.0
683,2034,45.45454545454545,70000.00000000009
684,2035,45.45454545454545,69999.99999999983
685,2038,36.36363636363637,-9999.99999999992
686,2049,0.0,0.0
687,2059,50.0,19999.99999999986
688,2059,50.0,19999.99999999986
689,2061,14.285714285714285,
690,2062,0.0,-90000.0000000002
691,2062,0.0,-90000.0000000002
692,2063,50.0,100000.00000000012
693,2064,16.666666666666664,-100000.00000000023
694,2065,33.33333333333333,-9999.999999999898
695,2066,0.0,-89999.99999999991
696,2067,33.33333333333333,
697,2069,50.0,20000.00000000009
698,2070,40.0,10000.00000000019
699,2073,0.0,0.0
700,2101,43.75,79999.99999999983
701,2102,23.076923076923077,-150000.0000000002
702,2103,30.0,-60000.000000000226
703,2104,66.66666666666666,70000.00000000016
704,2105,50.0,20000.00000000002
705,2106,50.0,59999.99999999997
706,2107,50.0,40000.00000000012
707,2108,16.666666666666664,-100000.00000000017
708,2109,41.66666666666667,39999.999999999796
709,2114,100.0,50000.00000000009
710,2115,0.0,-90000.00000000007
711,2201,33.33333333333333,-9999.999999999964
712,2204,33.33333333333333,-10000.000000000022
713,2206,13.333333333333334,-290000.0000000003
714,2207,33.33333333333333,-10000.000000000036
715,2208,33.33333333333333,
716,2211,0.0,0.0
717,2221,37.5,5.093170329928398e-11
718,2227,28.57142857142857,-50000.00000000009
719,2228,0.0,-30000.000000000102
720,2230,38.46153846153847,
721,2231,0.0,-210000.00000000035
722,2233,25.0,-39999.99999999991
723,2235,0.0,-210000.0000000002
724,2236,50.0,100000.0
725,2239,0.0,-90000.00000000012
726,2241,50.0,20000.00000000007
727,2241,50.0,20000.00000000007
728,2243,35.714285714285715,-20000.0
729,2247,0.0,0.0
730,2250,33.33333333333333,-10000.000000000015
731,2254,0.0,0.0
732,2258,0.0,0.0
733,2301,0.0,-90000.00000000001
734,2301,0.0,-90000.00000000001
735,2302,26.08695652173913,
736,2302,26.08695652173913,
737,2303,100.0,49999.99999999998
738,2303,100.0,49999.99999999998
739,2305,44.0,
740,2305,44.0,
741,2308,100.0,50000.00000000007
742,2308,100.0,50000.00000000007
743,2311,0.0,0.0
744,2311,0.0,0.0
745,2312,50.0,20000.000000000004
746,2312,50.0,20000.000000000004
747,2313,40.0,10000.000000000095
748,2313,40.0,10000.000000000095
749,2314,55.55555555555556,129999.99999999977
750,2314,55.55555555555556,129999.99999999977
751,2315,0.0,-30000.000000000084
752,2315,0.0,-30000.000000000084
753,2316,12.5,-160000.00000000026
754,2316,12.5,-160000.00000000026
755,2317,50.0,20000.000000000025
756,2317,50.0,20000.000000000025
757,2321,44.44444444444444,100000.00000000003
758,2321,44.44444444444444,100000.00000000003
759,2323,75.0,240000.00000000012
760,2323,75.0,240000.00000000012
761,2324,100.0,49999.99999999996
762,2324,100.0,49999.99999999996
763,2325,0.0,0.0
764,2325,0.0,0.0
765,2327,50.0,60000.00000000016
766,2327,50.0,60000.00000000016
767,2328,30.0,-60000.00000000007
768,2328,30.0,-60000.00000000007
769,2329,55.55555555555556,260000.00000000026
770,2329,55.55555555555556,260000.00000000026
771,2330,100.0,49999.99999999994
772,2330,100.0,49999.99999999994
773,2331,33.33333333333333,-39999.99999999984
774,2331,33.33333333333333,-39999.99999999984
775,2332,60.0,90000.00000000017
776,2332,60.0,90000.00000000017
777,2336,50.0,20000.0
778,2336,50.0,20000.0
779,2337,57.14285714285714,110000.00000000023
780,2337,57.14285714285714,110000.00000000023
781,2338,55.55555555555556,130000.00000000038
782,2338,55.55555555555556,130000.00000000038
783,2340,35.714285714285715,-19999.999999999753
784,2340,35.714285714285715,-19999.999999999753
785,2340,35.714285714285715,-19999.999999999753
786,2341,20.0,-69999.99999999985
787,2341,20.0,-69999.99999999985
788,2342,25.0,
789,2342,25.0,
790,2344,33.33333333333333,-9999.999999999978
791,2344,33.33333333333333,-9999.999999999978
792,2345,71.42857142857143,190000.00000000038
793,2345,71.42857142857143,190000.00000000038
794,2347,33.33333333333333,-10000.000000000146
795,2347,33.33333333333333,-10000.000000000146
796,2348,45.83333333333333,
797,2348A,0.0,0.0
798,2349,33.33333333333333,-30000.00000000007
799,2349,33.33333333333333,-30000.00000000007
800,2350,0.0,-60000.00000000014
801,2350,0.0,-60000.00000000014
802,2351,36.36363636363637,-10000.000000000156
803,2351,36.36363636363637,-10000.000000000156
804,2352,0.0,-59999.999999999985
805,2352,0.0,-59999.999999999985
806,2353,25.0,-40000.00000000009
807,2353,25.0,-40000.00000000009
808,2354,60.0,90000.00000000009
809,2354,60.0,90000.00000000009
810,2355,75.0,120000.0
811,2355,75.0,120000.0
812,2356,50.0,40000.0
813,2356,50.0,40000.0
814,2357,0.0,-60000.00000000009
815,2357,0.0,-60000.00000000009
816,2358,39.02439024390244,
817,2359,50.0,80000.00000000012
818,2359,50.0,80000.00000000012
819,2360,40.0,20000.00000000013
820,2360,40.0,20000.00000000013
821,2361,31.25,
822,2361,31.25,
823,2362,16.666666666666664,
824,2362,16.666666666666664,
825,2363,83.33333333333334,220000.00000000032
826,2363,83.33333333333334,220000.00000000032
827,2364,53.125,
828,2364,53.125,
829,2365,45.45454545454545,70000.00000000003
830,2365,45.45454545454545,70000.00000000003
831,2367,40.0,10000.000000000095
832,2367,40.0,10000.000000000095
833,2368,60.0,180000.00000000044
834,2368,60.0,180000.00000000044
835,2369,28.57142857142857,-50000.00000000003
836,2369,28.57142857142857,-50000.00000000003
837,2371,25.0,
838,2373,26.666666666666668,-130000.0000000003
839,2373,26.666666666666668,-130000.0000000003
840,2374,40.0,9999.999999999793
841,2374,40.0,9999.999999999793
842,2375,33.33333333333333,-60000.00000000028
843,2375,33.33333333333333,-60000.00000000028
844,2376,0.0,0.0
845,2376,0.0,0.0
846,2377,0.0,-60000.00000000006
847,2377,0.0,-60000.00000000006
848,2379,60.0,90000.00000000033
849,2379,60.0,90000.00000000033
850,2380,34.78260869565217,
851,2380,34.78260869565217,
852,2381,33.33333333333333,
853,2381,33.33333333333333,
854,2382,100.0,50000.00000000009
855,2382,100.0,50000.00000000009
856,2383,55.55555555555556,
857,2383,55.55555555555556,
858,2384,100.0,50000.00000000003
859,2384,100.0,50000.00000000003
860,2385,25.0,-40000.000000000124
861,2385,25.0,-40000.000000000124
862,2387,36.36363636363637,-9999.999999999898
863,2387,36.36363636363637,-9999.999999999898
864,2388,38.095238095238095,10000.000000000015
865,2388,38.095238095238095,10000.000000000015
866,2390,42.10526315789473,
867,2390,42.10526315789473,
868,2391,0.0,0.0
